nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,code_insee_commune,nbre_pdc,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,adresse_station,Xlongitude,Ylatitude,source_grouped,horaires_grouped,gratuit_grouped,paiement_acte_grouped,paiement_cb_grouped,reservation_grouped,accessibilite_pmr_grouped,nb_prises_grouped,nb_EF_grouped,nb_T2_grouped,nb_combo_ccs_grouped,nb_chademo_grouped,nb_autre_grouped,power_ef_grouped,power_t2_grouped,power_chademo_grouped,power_ccs_grouped
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR22911,FR*SOD*S*OTHR*229*1*_*_,SUPER U - HAZEBROUCK,Voirie,59295,1,false,Direct,,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,88 ROUTE NOTRE DAME 59190 HAZEBROUCK,2.54424,50.730675,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR22921,FR*SOD*S*OTHR*229*2*_*_,SUPER U - HAZEBROUCK,Voirie,59295,1,false,Direct,,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,88 ROUTE NOTRE DAME 59190 HAZEBROUCK,2.54424,50.730675,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR22931,FR*SOD*S*OTHR*229*3*_*_,SUPER U - HAZEBROUCK,Voirie,59295,1,false,Direct,,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,88 ROUTE NOTRE DAME 59190 HAZEBROUCK,2.54424,50.730675,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR22941,FR*SOD*S*OTHR*229*4*_*_,SUPER U - HAZEBROUCK,Voirie,59295,1,false,Direct,,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,88 ROUTE NOTRE DAME 59190 HAZEBROUCK,2.54424,50.730675,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR230101,FR*SOD*S*OTHR*230*10*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,0,0,1,1,0,0,0,0,50.0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR230102,FR*SOD*S*OTHR*230*10*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,0,1,0,0,0,0,0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23011,FR*SOD*S*OTHR*230*1*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23021,FR*SOD*S*OTHR*230*2*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23031,FR*SOD*S*OTHR*230*3*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23041,FR*SOD*S*OTHR*230*4*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23051,FR*SOD*S*OTHR*230*5*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23061,FR*SOD*S*OTHR*230*6*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23071,FR*SOD*S*OTHR*230*7*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23081,FR*SOD*S*OTHR*230*8*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23091,FR*SOD*S*OTHR*230*9*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,0,0,1,1,0,0,0,0,50.0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23092,FR*SOD*S*OTHR*230*9*_*_,SUPER U - NIEPPE,Voirie,59431,1,false,Direct,,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,RUE DU BAILLY 59850 NIEPPE,2.841883,50.685918,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,0,1,0,0,0,0,0,0,0
ACC HUSSE,,,Izivia,sav@izivia.com,+33972668001,ACC HUSSE,FR*OTH*POTHR23111,FR*SOD*S*OTHR*231*1*_*_,ACC HUSSE - GRANDCHAMPS DES FONTAINES,Voirie,44066,1,false,Direct,,2021-05-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,8 RUE MARIE CURIE 44119 GRANDCHAMPS-DES-FONTAINES,-1.645632,47.374714,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
ACC HUSSE,,,Izivia,sav@izivia.com,+33972668001,ACC HUSSE,FR*OTH*POTHR23121,FR*SOD*S*OTHR*231*2*_*_,ACC HUSSE - GRANDCHAMPS DES FONTAINES,Voirie,44066,1,false,Direct,,2021-05-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,8 RUE MARIE CURIE 44119 GRANDCHAMPS-DES-FONTAINES,-1.645632,47.374714,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23211,FR*SOD*S*OTHR*232*1*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23221,FR*SOD*S*OTHR*232*2*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23231,FR*SOD*S*OTHR*232*3*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23241,FR*SOD*S*OTHR*232*4*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23251,FR*SOD*S*OTHR*232*5*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23261,FR*SOD*S*OTHR*232*6*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23271,FR*SOD*S*OTHR*232*7*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23281,FR*SOD*S*OTHR*232*8*_*_,HYPER U  - COMBOURG,Voirie,35085,1,false,Direct,,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,7 AVENUE DES ERABLES 35270 COMBOURG,-1.745506,48.412573,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SOBAG,,,Izivia,sav@izivia.com,+33972668001,SOBAG,FR*OTH*POTHR23311,FR*SOD*S*OTHR*233*1*_*_,SOBAG - BLANZY,Voirie,71040,1,false,Direct,,2021-09-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,ZI LA FIOLLERUE CLAUDE BOUCHER 71450 BLANZY,4.409294,46.705296,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SOBAG,,,Izivia,sav@izivia.com,+33972668001,SOBAG,FR*OTH*POTHR23321,FR*SOD*S*OTHR*233*2*_*_,SOBAG - BLANZY,Voirie,71040,1,false,Direct,,2021-09-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,ZI LA FIOLLERUE CLAUDE BOUCHER 71450 BLANZY,4.409294,46.705296,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SOBAG,,,Izivia,sav@izivia.com,+33972668001,SOBAG,FR*OTH*POTHR23331,FR*SOD*S*OTHR*233*3*_*_,SOBAG - BLANZY,Voirie,71040,1,false,Direct,,2021-09-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,ZI LA FIOLLERUE CLAUDE BOUCHER 71450 BLANZY,4.409294,46.705296,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SOBAG,,,Izivia,sav@izivia.com,+33972668001,SOBAG,FR*OTH*POTHR23341,FR*SOD*S*OTHR*233*4*_*_,SOBAG - BLANZY,Voirie,71040,1,false,Direct,,2021-09-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,ZI LA FIOLLERUE CLAUDE BOUCHER 71450 BLANZY,4.409294,46.705296,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23411,FR*SOD*S*OTHR*234*1*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23421,FR*SOD*S*OTHR*234*2*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23431,FR*SOD*S*OTHR*234*3*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23441,FR*SOD*S*OTHR*234*4*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23451,FR*SOD*S*OTHR*234*5*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23461,FR*SOD*S*OTHR*234*6*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23471,FR*SOD*S*OTHR*234*7*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23481,FR*SOD*S*OTHR*234*8*_*_,HYPER U - LES HERBIERS,Voirie,85109,1,false,Direct,,2021-09-16,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DE LA MAINE 85500 LES HERBIERS,-1.026714,46.87413,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR235101,FR*SOD*S*OTHR*235*10*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23511,FR*SOD*S*OTHR*235*1*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR235111,FR*SOD*S*OTHR*235*11*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR235121,FR*SOD*S*OTHR*235*12*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR235131,FR*SOD*S*OTHR*235*13*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2022-06-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,0,0,1,0,0,0,0,0,50.0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR235132,FR*SOD*S*OTHR*235*13*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2022-06-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,0,0,0,0,0,0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR235133,FR*SOD*S*OTHR*235*13*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2022-06-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,0,0,0,1,0,0,0,50.0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23521,FR*SOD*S*OTHR*235*2*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23531,FR*SOD*S*OTHR*235*3*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23541,FR*SOD*S*OTHR*235*4*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23551,FR*SOD*S*OTHR*235*5*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23561,FR*SOD*S*OTHR*235*6*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23571,FR*SOD*S*OTHR*235*7*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23581,FR*SOD*S*OTHR*235*8*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
E.LECLERC,572183994,,Izivia,sav@izivia.com,+33972668001,E.LECLERC,FR*OTH*POTHR23591,FR*SOD*S*OTHR*235*9*_*_,E.LECLERC - PONT-LABBE,Voirie,,1,false,Direct,,2021-09-17,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2 ROUTE DE SAINT-JEAN-TROLIMON 29120 PONT-LABBE,-4.234854093115232,47.86532525146889,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
KR EXPANSION,,,Izivia,sav@izivia.com,+33972668001,KR EXPANSION,FR*OTH*POTHR23611,FR*SOD*S*OTHR*236*1*_*_,KR EXPANSION - AUBIERE,Voirie,63014,1,false,Direct,,2021-09-22,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,21 ALLEE EVARISTE GALOIS 63170 AUBIERE,3.137241,45.7579,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,3.68,0,0
KR EXPANSION,,,Izivia,sav@izivia.com,+33972668001,KR EXPANSION,FR*OTH*POTHR23621,FR*SOD*S*OTHR*236*2*_*_,KR EXPANSION - AUBIERE,Voirie,63014,1,false,Direct,,2021-09-22,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,21 ALLEE EVARISTE GALOIS 63170 AUBIERE,3.137241,45.7579,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23711,FR*SOD*S*OTHR*237*1*_*_,SUPER U - NIEUL-SUR-MER,Voirie,17264,1,false,Direct,,2021-09-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DU GRAND LARGE 17137 NIEUL SUR MER,-1.175585,46.202686,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
SYSTEME U,,,Izivia,sav@izivia.com,+33972668001,SYSTEME U,FR*OTH*POTHR23721,FR*SOD*S*OTHR*237*2*_*_,SUPER U - NIEUL-SUR-MER,Voirie,17264,1,false,Direct,,2021-09-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,AVENUE DU GRAND LARGE 17137 NIEUL SUR MER,-1.175585,46.202686,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,22.0,0,0
BRIOCHES FONTENEAU,,,Izivia,sav@izivia.com,+33972668001,BRIOCHES FONTENEAU,FR*OTH*POTHR24711,FR*SOD*S*OTHR*247*1*_*_,BRIOCHES FONTENEAU - BOUFFERE,Voirie,85146,1,false,Direct,,2021-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,PARC A ECO VENDEE SUR LOIRE 85600 BOUFFERE,-1.354333,46.955928,izivia,24/7,false,true,false,false,Accessibilité inconnue,1,1,1,0,0,0,0,7.36,0,0
